name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,latitude,longitude,arrondissement
Le P'tit Piano,4.7,"26 Rue Cadet, Paris",1181,"26 Rue Cadet, 75009 Paris, France",https://leptitpianobar.fr/,06 52 22 44 64,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']","Great food and service! The staff were nice and friendly. We got their sirloin steak with shallot cream and one with morel (mushroom) sauce, and duck breast. We also got the creme brulee, lemon tart and chocolate fondant with ice cream for dessert.; We loved everything here!
The service was great and we were greeted by a smile as soon as we arrived.

Food came out super quickly and was delicious. Great portion as well, so great value for money. Cocktails were tasty and refreshing for these hot summer afternoons.

Ambience was one of the things I liked the most. Soothing and relaxing, allowing for you to properly enjoy your food and take a breath, despite being located in a busy street.

100% recommend.; We decided to try this place out after seeing all the fantastic reviews, but upon arrival, we almost thought we were at the wrong place—it looked almost like a PMU from the outside! However, stepping inside changed our minds instantly. The interior is surprisingly cute, and it was bustling with energy during our Saturday brunch visit.

There's even a piano set up for their piano nights, adding a charming touch. The staff was incredibly friendly, which made our experience even better.
The food? Absolutely delightful. I had the foie gras and salade périgourdine as starters, which were hearty enough to be mains, followed by the succulent souris d’agneau. The portions were generous across the board, definitely making it worth the money.

I would heartily recommend this spot and affirm that it truly deserves its high ratings, especially for the quality of the cuisine.; Amazing little gem. Very good food. Very nice staff and they helped me with my gastric bypass needs. Food was delicious steak was a little undercooked because I asked for medium rare but I got rare. No big problem was tasty nonetheless!; Alfredo is great! The dishes he recommended were surprisingly good. We ordered the lamb, goat cheese salad, charcuterie board, and French onion soup. To top off a great dinner he treated us to mint shots that we loved. Give this place a try!",48.8756486,2.343649000000001,1er
Les Fils à Maman Grands-Boulevards,4.6,"7 bis Rue Geoffroy-Marie, Paris",3024,"7 bis Rue Geoffroy-Marie, 75009 Paris, France",https://www.lesfilsamaman.com/restaurants/paris-grands-boulevards/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,01 48 24 59 39,"['Monday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20093:00\u202fPM']","The vibe here is like travelling back in time to the 70s/80s with decor (cassette tape wall, kid and adult TV series posters and vintage signage) appointed from a time past. The origin story of the restaurant is featured in a spiral bound menu that was provided in addition to the fold-out brunch menu. The formule at 30 euros is a steal. In general, the restaurant offers great value for money. The egg/ham croissant was a 3 for me because of the scrambled egg quality (reminded me of cafeteria powdered eggs) and croissant quality (tough texture). The service is a 3 because the order had to be reconfirmed a few minutes after our drinks were served AND one of our drinks was served “virgin” in error. The ambience is fun and the guests appeared to be very pleased. Note: the table seating is very cozy; Delicious food and friendly, accommodating staff. Ambiance is nice as well, with plenty of interesting things to look at. We shared a charcuterie/appetizer platter, with deep fried croquettes of cheese, pulled pork and more, along with some sliced salami, pickles and some amazing ""fries"" made out of chickpeas. For mains, we had the chicken cordon bleu and some kind of mushroom and cheese pastry. They dont have English menus, but the staff was great about explaining things. Give the French IPA a try as well!; On our final night in Paris, my mother was really craving Chicken Cordon Bleu and we were fortunate enough to find it at Les Fils a Maman. Service was great and we really loved the fun, quirky atmosphere. I ordered the Filet Mignon (delish) and the Cosmo Spritzes were great as well!; Very pleasant dinner experience - they accommodate large groups with reservation. The cordon Bleu chicken deserves all good reviews it has. Other dishes are also tasty.; All demands and expectations have been fulfilled. Nice chicken fillet, outstanding homemade drinks. We had a wonderful time.",48.873542,2.3435477,1er
Sacré Frenchy !,4.6,"58 Boulevard de Sébastopol, Paris",1271,"58 Bd de Sébastopol, 75003 Paris, France",https://www.sacrefrenchy.com/,01 42 74 55 63,"['Monday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20091:00\u202fAM']","Food was excellent, very tasty dishes. The chicken was amazing, and worth sharing. The happy hour on cocktails was a good deal as well, and delicious cocktails.

Service was not great for our visit, cocktail forgotten, and a 45 minute wait for the main dish after starters. We noticed several other tables having quite some issues with service as well around us. It was not busy or full at the time. A great dining experience turned poor by long waits and off service.

That said, not so bad I wouldn’t try again, it could be an off day, but the food was great, and service was friendly despite the waits and inattentiveness.; This place was absolutely wonderful! Our waitress, Amelie, was incredibly kind and attentive, making our experience truly exceptional. The food was fantastic, and the cocktails were equally impressive.; I don’t normally leave a review, but I felt compelled. We had eight people and they accommodated us at the last minute. Our servers name was Emily and she was absolutely phenomenal from picking wine to suggesting entrées. The food came on time and it was fantastic. What a great dining Atmosphere experience. if you’re in this area, don’t look any further.; Very kid and tourist friendly. The staff were so sweet, and the food was wonderful. I highly recommend their seafood ceviche. Dessert was to die for too. Their crème brûlée was the table’s favorite.; My wife and I had our first dinner in this last visit to Paris. My wife is not a “lamb food fan”, and had a steak, while I ordered the “7 hour lamb dish”.
The food was great, cooked to order, and very tasty. Service was great too. With that said, I would like to emphasize the “7 hour lamb” dish that was probably the best lamb dish I had so far. It was adobe style, super duper tasty. It was so good my wife ate more of it than her steak. Since we came for only 3 days to Paris and did not want to go to the same place twice, we went to explore other places in the following g evening. We regret not coming back to have this lamb again. Other dinners were fine too, but this was the most remembered from this trip. Served with spinach warm side dish and (what I believe was) mashed cilantro root. It is a MUST HAVE dish!",48.8632418,2.3511666,1er
Le Petit Café,4.2,"6 Rue Descartes, Paris",772,"6 Rue Descartes, 75005 Paris, France",https://le-petit-cafe.fr/fr,01 44 07 35 69,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']","You know that reputation the Parisians earned among Americans in the 1960's as being rude and having bad service? NOT TRUE ANYMORE, but if you feel like you missed out on your opportunity to experience the rudeness, come to Le Petit Café (perhaps better named Le Petit Service) to get ignored! Otherwise, the food's great, if it ever arrives! ...and it's just steps from the Pantheon. Don't go there hungry!; Great staff here in this lovely surprise restaurant. We had the onion soup, and fish and chips. Both were spot on - the soup was loaded with cheese, steamy hot but not scalding. The fish were nicely battered and cooked properly so not greasy or oily. For once here in Paris, the chips (fries) were still hot. The staff seem run off their feet with the college crowd but they remained friendly and attentive. Overall, this was a nice dinning experience. The younger crowd can get loud and exuberant, so if you want a quiet dinner out, this might not be for you. For us, the staff and the food made up for any noise factor concerns.; We stopped in here for lunch. We ate the salmon salad, onion soup, and had some champagne.; Good food, the fries were especially good, fast service and the staff is accommodating to English speakers; My favorite place for a coffee in Paris! I visited a few times during my trip. Their coffee was very good. I tried their cafe frappe and it was great on a hot day. The hot latte was also great. Their mojitos are also nice, they have a happy hour! I also tried their burger, it was very good and a big portion. The atmosphere is amazing, the outside seating area is lovely, very quiet, no noise from the street. The staff was nice and friendly.",48.847183,2.348512,1er
Playing Yard,4.3,"1 Terrasse des Feuillants, Paris",132,"1 Terr. des Feuillants, 75001 Paris, France",Site web non disponible,Numéro non disponible,Horaires non disponibles,"Decent park to let the kids play while others sit on a bench.; Nice little playground hidden among the shade of the trees; Park was open again when I was there this week. Kids (6&7) said it was great, and there were chairs under a little pavilion for me, so a good visit for everyone.; Closed temporarily because Vespa Mandarinia hornets; Open again (2.7.24), nice playground, different activities for different ages. A lot of benches for the parents and trees for shadow.",48.8644527,2.3272469,1er
Cafe Louise,4.2,"155 Boulevard Saint-Germain, Paris",1334,"155 Bd Saint-Germain, 75006 Paris, France",https://www.cafe-louise.fr/,01 42 22 88 98,"['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fAM']","We came here for brunch on a Sunday. It’s €38 per person, including a juice (freshly squeezed or detox juice), a coffee, a choice of either waffle or savory tart, and bottomless fruits and desserts from the buffet table. The warm and friendly staff made the already fantastic meal even better. Highly recommended.; Great place for Sunday brunch, had a good Parisian breakfast. Fresh juice, coffee as well.
Dessert was divine, came here with family. The service is slow but quite enjoyable.; We loved Louise! Such Parisian atmosphere and interior. Excellent service and amazing food. Right on the middle of the famous Boulevard Saint-Germain across the street from famous cafes. So lucky we found it!; Visited Café Louise twice last weekend and we were very delighted.
The staff was super nice, professional and funny and the food was delicious. Highly recommended!!; Had a uniquely French lunch - ""grilled cheese"" and champagne, sitting outside, taking in the atmosphere, and watching the crowd walk (fast) by.",48.8538173,2.3321329,1er
Pelit Déjeuner Brunch,5,"102 Rue du Cherche-Midi, Paris",1,"102 Rue du Cherche-Midi, 75006 Paris, France",Site web non disponible,Numéro non disponible,Horaires non disponibles,,48.8470544,2.3216388,1er
Le Petit Plateau,4.5,"1 Quai aux Fleurs, Paris",285,"1 Quai aux Fleurs, 75004 Paris, France",https://le-petit-plateau-restaurant-paris.eatbu.com/,01 44 07 61 86,"['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']","Great service, great staff, great view, great food!
It’s a Bingo for French food lovers with a twist!
I HIGHLY recommend the duck Shepherd pie 😋
They have a good selection of wine as well!; Wonderful little restaurant on the small Seine island, located just a few steps away from the Notre Dame cathedral and the Pont Neuf bridge. We had a wonderful evening, with the cook being away and the owner preparing great tasting ravioli for us. We loved the atmosphere. Thanks for having us!; Food was delicious, service from Vincent was amazing. He even played a Brazilian song for me and my wife. I highly recommend this place! 5 stars, for sure!; The food is very delicious. You wont regret it to try it when you come to Paris. Definitely I will be back to this cafe again in our next visit; The cutest little cafe ever! The food was delicious and we really enjoyed the lunch combo. Great place for lunch if you’re by the Notre dame area. Must try the mushroom soup!!",48.8529627,2.3520145,1er
Midi12,4.7,"12 Rue La Fayette, Paris",1383,"12 Rue La Fayette, 75009 Paris, France",http://www.midi12.com/,09 50 12 24 24,"['Monday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Good service, super nice staff, and crepes with large servings.  I ordered the roasted pork with mustard moose and vitelotte, which was sooo delicious (and full of course). Will definitely come back again.; I grew up thinking crepes were sweet desserts, and that misconception was corrected when I visited Midi12. Their savory crepes were delicious and filling!; Great galette with very friendly staff.
I crossed by at a wednesday evening and could enjoy a nice small dinner outside.
The staff did a fast service and was very friendly. The galette with goat cheese, caramelized apples and walnuts was great! i would love to visit the restaurant again to try other variants.; Lovely place to eat great galette and crepes! Kudos to creative combinations always comes up to unexpectedly delicious food! Galettes are healthy gluten free options as only buckwheat is used and they are delicious! And not to forget the always welcoming staff 😀; The food is very good!
The vegetarian galette with vegetables was amazing and the sweet crepe of the season, ... that was a bliss!

I just truly didn't like the interior with the orange chairs ... I nearly walked right back outside when I saw it",48.8733605,2.3347458,1er
Le Drop Café,4.1,"36 Rue de Bellechasse, Paris",764,"36 Rue de Bellechasse, 75007 Paris, France",https://www.instagram.com/ledropcafe/,01 45 51 54 09,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']","Wonderful staff. They encouraged us to try new drinks, helped us explore new flavors and practice our French in a friendly atmosphere. This bar is also in a great location for sightseeing. They have a “French toast” dessert that is excellent and goes great with a coffee or cocktail.; We stopped by after a long afternoon at the Musée D’Orsay. The staff were welcoming and spoke English. We had steak and it was tender and cooked perfectly. We also had the crème brûle and it was heavenly. Highly recommend!; Very good location, amazing service by Max who gave us recommendations on what to eat and the linguine pasta was 10/10 and crème brûlée was the best 👌; Lovely friendly staff, great food choice and reasonably priced.; Waited more than half an hour for our food (5 people's food) to arrive. The people who came later than us had their food earlier than us. The waiter or waitress didn't help to check the status of our food order before we asked one of them to check when our food will be done. Service was not great. The basket of bread only came when our food came.",48.858138,2.322616,1er
Un Air de Famille,4.8,"26 Rue du Château Landon, Paris",76,"26 R. du Château Landon, 75010 Paris, France",http://www.air-de-famille.fr/,01 42 05 01 24,"['Monday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Really cozy , beautiful and welcoming people at the restaurant, I ate my first desert in Paris and it was goood; Kids friendly great food healthy; Very pleasant place and very nice staff especially for the child care part.; Taste good, all aspects are pretty good; Amazing place and excellent food!",48.8817175,2.3631086,2e
The Family,4.5,"7 Rue La Fayette, Paris",667,"7 Rue La Fayette, 75009 Paris, France",https://www.thefamilyrestaurant.fr/,01 42 80 03 54,"['Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20095:00\u202fPM']","I visited ""The Family"" restaurant with my family and was delighted by the experience. From the moment we entered, we were warmly welcomed by a big, fluffy teddy bear holding the menu written on a charming chalkboard. This adorable touch instantly made us feel at home.
The food was well presented, with generous portions that were just right. Most importantly, the taste did not disappoint. Each dish was flavorful and satisfying, making our dining experience truly enjoyable. ""The Family"" restaurant certainly lives up to its name, providing cozy and inviting atmosphere perfect for a family outing.; So I Google a place to have a reasonable steak, so many great reviews about this place and I need to add mine as well. The service was fantastic, spoken English, had an English menu on a chalkboard which is pretty awesome and check out this food in the pictures. I can see why people come back to this place for sure. Well done, Bravo!!! 👍🍻👏👏👏

Both Deviled Eggs salad and Steak were 👍👍👍; Felix was the BEST waiter!! Super attentive, very funny and so kind!! Made great wine recommendations and the food was phenomenal! Highly recommend stopping by The Family on your next trip to Paris!; Nice staffs, even though I don't speak French.
Reasonable price. Tasty food.
The onion soup was a bit salty.
Feeling full and no room to order dessert.
Happy dinner in French!; The best linguine I have ever had.  The chorizo made it perfect. Fantastic service. Only in Paris three nights and ate there twice because it was so good. The rest of my family had the steak and they all raved about that too.",48.8735793,2.3347167,2e
Kick Café,4.4,"12 Rue d'Alexandrie, Paris",638,"12 Rue d'Alexandrie, 75002 Paris, France",http://kpopisforcoolkids.com/,01 53 40 87 91,"['Monday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']","I visited this cafe in april 2022. As we got there 15 mins before they were closing, they only served us something to drink. The drinks were delicious, I also bought a txt album. Very friendly staff. Mark Tuan went there too!!!!!
I love the decorations, the atmosphere and the concept.; Came from uk for event this cafe was amazing food was delicious loved the drink designed by castle J will definitely return here when we come for our next concert; Nice kawaii coffeeshop. The back of the shop need to be more furnished seems a bit empty and not organized; Cute little café and boutique k-pop themed. If you like color and sugar, this place is for you :); Really nice cafe! Cute decoration and the staff was very nice and spoke english very well! The drinks were delicious and I loved all the kpop decorations!",48.8682111,2.3506547,2e
Friends & Family Restaurant,4.6,"18 Cité Bergère, Paris",513,"18 Cité Bergère, 75009 Paris, France",https://www.friends-n-family.com/,01 45 23 33 33,"['Monday: Closed', 'Tuesday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']","Restaurant is so aptly named as the atmosphere is cosy with tables of patrons chatting happily away. The waiter is very friendly. Even though he can barely speak English but still tries to communicate as much as he can. The menu is very simple. You either choose 2 courses pairing the mains with entrees or dessert for 28 Euros or all 3 courses for 36 Euros. All the items in each course is written in French onto the chalkboard. So i presume it is changed regularly. Though I can't understand French,  its easily overcome with Google Lens . The entree of squid and chorizo sausages in an orange thick soup was a pleasant surprise. For the mains I tried beef tatare for the first time and it tastes good. Ended meal with a chocolate mousse with sea salt. The waiter was a one man show handling many tables so each course took some time to arrive which was understandable. Hope the restaurant can find some help soon for this kind gentleman :); Great casual spot.
Came for a Thursday night dinner. Service was very good and the staff is very nice. The place is quiet and chill and away of the street’s bustle.
Buratta and the apricot crumble were the highlight of the evening.
Beef fillet was also good, but nothing too exciting.; We were looking for a fine dine restaurant, this was recommended by our hotel staff, and surprisingly this was indeed a good experience. Price it's reasonable, portions are great, great service! The only improvement I see are the desserts, they are too heavy by my taste, but definitely does not affect overall experience.; The restaurant was an absolutely fantastic discovery having come here for dinner with a friend! We chose it judging by all the positive reviews & we weren't disappointed 😍 Every dish that we ordered was absolutely exquisite!! We had the burrata as a starter, the dorade ceviche as a main and the seasonal crumble, as well S the mousse au chocolat for dessert - each and every one of them was a little wow experience 🤯 The prices were fair for the outstanding quality - 27€ for a starter + a main dish or a main dish + a dessert; or 35€ for all the three courses. I had a white wine suggested which fit perfectly with the food and all in all, the service was so warm and welcoming, which is extremely refreshing in the world of grumpy Parisian waiters 😅 The only thing to mention, is that it would be great to have some more qualitative tea instead of just Lipton in a tea bag 😏 It's located in a little hidden street, so it's really calm & away from all the noise of the cars, while being super central, it's simply the perfect mix!!! We will be back for sure & I have already suggested it to other friends ♥️; It was a nice fixed price menu place. My favorites were the mushroom soup starter and the desserts. For my entrée I had the steak tartare, and I guess it's one of those things I can check off the list as having tried. They've got plenty of wines to choose from, if that's your thing.",48.8721028,2.3448976,2e
